Sample,A0,A1,A2
1926,557.0,323.0,210.0
1927,556.0,325.0,212.0
1928,553.0,324.0,212.0
1929,549.0,317.0,211.0
1930,542.0,315.0,207.0
1931,533.0,318.0,203.0
1932,534.0,319.0,201.0
1933,539.0,321.0,199.0
1934,544.0,320.0,201.0
1935,548.0,320.0,204.0
1936,551.0,317.0,206.0
1937,552.0,315.0,208.0
1938,545.0,311.0,207.0
1939,546.0,306.0,203.0
1940,551.0,308.0,202.0
1941,555.0,314.0,204.0
1942,556.0,321.0,207.0
1943,557.0,325.0,209.0
1944,555.0,326.0,211.0
1945,552.0,322.0,211.0
1946,548.0,316.0,208.0
1947,538.0,317.0,205.0
1948,532.0,319.0,201.0
1949,536.0,320.0,199.0
1950,541.0,321.0,200.0
1951,546.0,321.0,202.0
1952,549.0,319.0,205.0
1953,551.0,317.0,209.0
1954,551.0,315.0,209.0
1955,544.0,311.0,208.0
1956,548.0,307.0,205.0
1957,553.0,310.0,204.0
1958,556.0,316.0,206.0
1959,557.0,323.0,209.0
1960,556.0,326.0,210.0
1961,554.0,325.0,212.0
1962,550.0,320.0,211.0
1963,545.0,316.0,207.0
1964,535.0,319.0,204.0
1965,533.0,320.0,201.0
1966,538.0,322.0,199.0
1967,543.0,321.0,200.0
1968,547.0,321.0,202.0
1969,550.0,319.0,205.0
1970,552.0,317.0,208.0
1971,549.0,315.0,208.0
1972,545.0,309.0,204.0
1973,549.0,308.0,203.0
1974,554.0,313.0,203.0
1975,557.0,320.0,206.0
1976,557.0,324.0,209.0
1977,556.0,327.0,211.0
1978,553.0,324.0,211.0
1979,550.0,319.0,209.0
1980,541.0,317.0,206.0
1981,534.0,320.0,203.0
1982,535.0,321.0,200.0
1983,539.0,321.0,200.0
1984,544.0,321.0,202.0
1985,548.0,320.0,204.0
1986,552.0,319.0,206.0
1987,552.0,317.0,206.0
1988,545.0,313.0,203.0
1989,547.0,308.0,200.0
1990,551.0,309.0,199.0
1991,555.0,315.0,202.0
1992,557.0,321.0,204.0
1993,556.0,326.0,207.0
1994,555.0,326.0,207.0
1995,552.0,323.0,208.0
1996,547.0,316.0,204.0
1997,537.0,317.0,199.0
1998,533.0,320.0,197.0
1999,537.0,321.0,195.0
2000,541.0,321.0,196.0
2001,546.0,321.0,200.0
2002,550.0,319.0,202.0
2003,552.0,318.0,206.0
2004,552.0,315.0,206.0
2005,544.0,311.0,203.0
2006,548.0,307.0,200.0
2007,552.0,311.0,200.0
2008,556.0,317.0,203.0
2009,557.0,323.0,205.0
2010,556.0,327.0,207.0
2011,554.0,326.0,208.0
2012,551.0,320.0,207.0
2013,544.0,316.0,203.0
2014,535.0,318.0,200.0
2015,533.0,320.0,196.0
2016,538.0,322.0,195.0
2017,543.0,322.0,197.0
2018,547.0,321.0,200.0
2019,551.0,319.0,205.0
2020,552.0,317.0,207.0
2021,548.0,314.0,208.0
2022,545.0,309.0,205.0
2023,550.0,308.0,203.0
2024,554.0,313.0,203.0
2025,556.0,319.0,207.0
2026,556.0,325.0,210.0
2027,555.0,326.0,212.0
2028,553.0,324.0,212.0
2029,549.0,318.0,211.0
2030,540.0,315.0,207.0
2031,533.0,318.0,203.0
2032,535.0,320.0,201.0
2033,539.0,320.0,200.0
2034,544.0,320.0,202.0
2035,549.0,320.0,204.0
2036,551.0,317.0,205.0
2037,552.0,316.0,207.0
2038,544.0,311.0,205.0
2039,547.0,307.0,202.0
2040,551.0,308.0,202.0
2041,556.0,314.0,204.0
2042,556.0,320.0,207.0
2043,556.0,326.0,209.0
2044,555.0,326.0,210.0
2045,551.0,321.0,210.0
2046,547.0,316.0,207.0
2047,537.0,316.0,202.0
2048,533.0,319.0,199.0
2049,538.0,320.0,198.0
2050,542.0,321.0,199.0
2051,546.0,320.0,201.0
2052,550.0,318.0,205.0
2053,553.0,316.0,209.0
2054,551.0,313.0,211.0
2055,544.0,309.0,209.0
2056,548.0,306.0,205.0
2057,553.0,309.0,206.0
